Source	Target	NO_Weight
811	972	0.1340085089710406
812	20	0.0
812	33	0.11238147968552557
812	208	0.0
812	425	0.10896980964540029
812	430	0.0
812	473	0.11783200988189171
812	545	0.0
812	619	0.1267861631790897
812	642	0.16398091640080556
812	731	0.0
812	842	0.1813603877984392
812	969	0.12901986022044637
812	983	0.0
812	989	0.036069758203606424
812	992	0.050660290373731466
813	202	0.0
813	308	0.03526479120039617
813	501	0.07185755681957827
813	515	0.21155046284695095
813	562	0.16508349486894494
813	831	0.12443962625287772
813	851	0.055987558972760795
813	854	0.22586432966778336
813	862	0.2757476629601808
813	871	0.10437800347429174
813	936	0.101269568939723
813	949	0.06142463967993825
813	973	0.0884370050927728
813	974	0.08630252475943197
813	998	0.07116029632662318
814	116	0.07552372307565913
814	289	0.0
814	295	0.0
814	483	0.06494643418471159
814	592	0.0733165972263886
814	716	0.21720787799906005
814	773	0.0
814	803	0.09068669674143712
814	844	0.1276833019835642
814	877	0.16245545131719943
814	890	0.24261326816371234
814	926	0.14809499216900887
814	941	0.07858378768805697
814	961	0.15042354247979636
814	978	0.12301026366454426
815	385	0.08863116969392858
815	421	0.006683077221687773
815	445	0.0
815	496	0.0
815	560	0.0
815	611	0.15347308917706745
815	654	0.05038606003604364
815	656	0.244646226031341
815	690	0.09618538180623844
815	825	0.12570851384481527
815	829	0.24038764745792823
815	892	0.1594841438063709
815	952	0.181275124367539
815	971	0.1251357920755831
815	994	0.08666429168314116
816	216	0.11764142822037091
816	290	0.14352841683612808
816	337	0.1497583171406999
816	542	0.21245200496437291
816	591	0.25543184223331844
816	598	0.17107968075774327
816	681	0.3118405629767735
816	703	0.32190158055098406
816	711	0.08347246174218544
816	800	0.4454349816214119
816	872	0.32118297287264985
816	893	0.1957567433519673
816	949	0.13345426582187683
816	982	0.0
816	986	0.18179347374468555
817	110	0.0
817	423	0.07078684241858824
817	453	0.10033280776682946
817	522	0.1541202134202372
817	534	0.2573294533006929
817	559	0.21046730028820412
817	594	0.3286894015341766
817	617	0.11595018535693348
817	632	0.29552592165462316
817	779	0.2869339109612523
817	787	0.28803086457271876
817	832	0.2782244579308881
817	839	0.3733782839367746
817	997	0.12040364188592738
817	999	0.11104656947823383
818	350	0.07565450217474945
818	494	0.19568300262955193
818	674	0.0
818	676	0.3058030723427887
818	706	0.29525174311432395
818	710	0.2859269986407604
818	807	0.5767222709762777
818	879	0.5198935600153142
818	920	0.3957346759981671
818	927	0.04619003116046314
818	931	0.38905288224253004
818	954	0.2825505639729906
818	976	0.22933804990124232
818	977	0.22052653696070607
818	987	0.20344551030585226
818	996	0.1468650271486261
819	262	0.10038408330843096
819	283	0.09344061203915364
819	450	0.08650206523035218
819	462	0.11105335912149615
819	470	0.09170784489339917
819	595	0.06513450896682896
819	687	0.25290693980783135
819	745	0.3241167190826191
819	748	0.19856103745244144
819	762	0.0
819	783	0.34248635862471155
819	900	0.3011415339738912
819	940	0.1329639796598936
819	943	0.2985700931460752
819	960	0.2146636500081792
819	973	0.16082697161372048
820	92	0.06232653185547363
820	239	0.0
820	268	0.07227688956506409
820	491	0.1534494714940057
820	668	0.14936074077654876
820	709	0.1501705874022801
820	751	0.12535162202009084
820	830	0.24478873328617234
820	865	0.20009590800060767
820	911	0.0
820	935	0.10444886021135685
820	967	0.23168872284842798
820	972	0.15689000661609626
820	985	0.056754946542245964
820	995	0.10322030410402516
820	1000	0.07016503806235679
821	182	0.08792635472727149
821	266	0.08110569565186304
821	635	0.00977299883450728
821	730	0.3031547907276759
821	749	0.18881443698183395
821	750	0.1921393710388146
821	905	0.16787590802124075
821	914	0.11766472483168934
821	937	0.13685324238702548
821	963	0.04920437769429936
821	968	0.09542469678719646
821	969	0.04591636756696559
821	974	0.0
821	976	0.0
821	989	0.0615823249879507
821	991	0.07157867570544196
822	191	0.061687625729371955
822	574	0.19161084782060395
822	639	0.0
822	641	0.01757674238923501
822	726	0.02317435080229839
822	776	0.03795297899440999
822	845	0.1627932638001617
822	865	0.0793961816110266
822	886	0.1728188882591662
822	947	0.0
822	949	0.0
822	956	0.10552471865951178
822	972	0.12176089251009083
822	974	0.0011722933008816807
822	979	0.08653622366852552
822	1000	0.045983941937341254
823	60	0.09071574726779559
823	100	0.0811638730363405
823	213	0.10399432982434137
823	374	0.18544134565308576
823	513	0.22910394050802096
823	616	0.25899559718421666
823	667	0.32289849806113663
823	741	0.0
823	754	0.37235451899583916
823	786	0.3081864198769888
823	801	0.3018332396669451
823	869	0.2523437184551941
823	919	0.26558868540722824
823	938	0.2765326090042876
823	951	0.21312098019481435
823	993	0.1377009832195954
824	234	0.09477744034541151
824	313	0.14751258012546245
824	316	0.1196885226916075
824	384	0.0
824	440	0.1927157760548493
824	488	0.16440594774396458
824	631	0.2832452135091476
824	651	0.2540954645519628
824	778	0.40002969824241874
824	896	0.40812928238743906
824	906	0.3160771176585627
824	915	0.3012694772084255
824	916	0.2545726011839201
824	925	0.29578486595796205
824	983	0.1702586377237398
824	990	0.16654546001823703
825	287	0.0
825	379	0.06943830983419019
825	551	0.07112451855967855
825	671	0.035183637544379066
825	722	0.0
825	752	0.19284193988477022
825	792	0.1707477091533763
825	815	0.12570851384481527
825	847	0.10172312733825621
825	867	0.11844360560907614
825	870	0.13506786199915458
825	873	0.26824700274029406
825	875	0.09566557416455465
825	892	0.1727753500176896
825	979	0.04402186312140833
825	994	0.08996351648215559
826	30	0.099524355488502
826	211	0.13618282145709237
826	428	0.1467762173350661
826	537	0.2111034752292513
826	761	0.22492040251231343
826	768	0.5249560355797803
826	775	0.5379042196092496
826	793	0.48419529655373666
826	833	0.0
826	856	0.4275802719780499
826	889	0.0
826	903	0.3657909727134649
826	909	0.3584502329538864
826	911	0.41133155339112554
826	913	0.30390170902271857
826	921	0.3992205512885954
827	399	0.10361055407648943
827	461	0.21023409404747387
827	514	0.1912779998746512
827	521	0.10399229215206923
827	585	0.292020003173681
827	605	0.34555724638771107
827	627	0.26434627826993146
827	628	0.0
827	864	0.5111556124544948
827	876	0.36177572654822565
827	880	0.4695929734045041
827	932	0.0
827	933	0.2668738678968416
827	964	0.24643550314040136
827	966	0.2521827086893323
827	985	0.12820723415928179
828	17	0.05269042271677297
828	37	0.0
828	107	0.02802243926455909
828	121	0.0
828	300	0.11794824503839413
828	328	0.08817759537600708
828	404	0.05285189969835457
828	431	0.07495756915178026
828	451	0.0664134713496042
828	518	0.12990530412521822
828	528	0.029637071893273907
828	575	0.049585963317420184
828	615	0.2015148334191096
828	647	0.11439619870467069
828	907	0.007749045572690236
828	947	0.11597336440970375
829	41	0.0
829	312	0.14244072875832237
829	422	0.11699232361202745
829	671	0.0
829	700	0.22646559087741736
829	792	0.2809309988703175
829	815	0.24038764745792823
829	837	0.0
829	847	0.12935168527988075
829	870	0.1762299336401594
829	873	0.2235310907142433
829	892	0.2839445358327577
829	952	0.22196865843721933
829	971	0.1668362151754344
829	979	0.07470479596763988
829	984	0.11495408816805022
829	994	0.11345097980051512
830	324	0.06894979042600387
830	394	0.0357711838119216
830	395	0.08800053514710927
830	418	0.05721487998948771
830	696	0.09776941680689233
830	785	0.055137690042634566
830	811	0.13441248212174994
830	820	0.24478873328617226
830	843	0.0
830	849	0.17337263949164525
830	865	0.12728188798141926
830	899	0.0
830	935	0.15911663075620044
830	939	0.1867136685115774
830	967	0.22894773497066873
830	970	0.14821621380458785
830	1000	0.0633371050862417
831	510	0.0
831	670	0.0
831	684	0.07468550659885094
831	731	0.03848269752152952
831	747	0.13561720568020383
831	810	0.05662463651115393
831	813	0.12443962625287776
831	834	0.08649013838856544
831	854	0.1224849518344731
831	861	0.06426091718813565
831	862	0.1421459043812843
831	863	0.08914185718658611
831	887	0.05561338464759869
831	902	0.0
831	913	0.0
831	946	0.13256991790493391
831	974	0.11863270084389446
832	200	0.0
832	254	0.0
832	434	0.15884653405294916
832	453	0.14238483753321163
832	481	0.07667190328343551
832	594	0.2526824883712122
832	688	0.20455520579602673
832	691	0.2468439540233185
832	727	0.33231876625583123
832	755	0.3461286088434666
832	779	0.2848450021593392
832	789	0.2739496770863779
832	817	0.27822445793088824
832	923	0.14449019949813777
832	948	0.22413996779564285
832	997	0.14469980329550142
832	999	0.1374253622199819
833	19	0.05233453616730709
833	125	0.07560548488542097
833	242	0.0740614441779697
833	252	0.07120707681446997
833	589	0.09730237649461027
833	635	0.14055236369100482
833	657	0.22282039726864708
833	735	0.20345776752471315
833	763	0.030324326660542696
833	785	0.27518409648255565
833	826	0.0
833	848	0.19782631976411802
833	914	0.2177252189033898
833	963	0.17633520406410794
833	982	0.15473222925184188
833	989	0.08655525546138877
833	992	0.12113814102307388
834	49	0.0
834	89	0.06020838189737147
834	160	0.05402435595798229
834	424	0.0630644040594791
834	548	0.13851552123195113
834	663	0.05404649893795954
834	699	0.1205993247888479
834	831	0.08649013838856545
834	837	0.25950287297122204
834	863	0.2664599319901823
834	924	0.18419119830510094
834	927	0.20480709704624647
834	949	0.0908381462929104
834	957	0.1608273468631382
834	974	0.13704426687220223
834	975	0.1311437719438959
834	998	0.09784189252838482
835	645	0.31685424832377496
835	676	0.3672415884137541
835	733	0.4890243832387425
835	791	0.6108644174215531
835	807	0.6368703379402962
835	879	0.5874880432185708
835	920	0.3670984252553233
835	929	0.4127000684519513
835	931	0.42126665649692585
835	954	0.32647163995228873
835	965	0.24756780824969962
835	969	0.0
835	976	0.256585491398128
835	977	0.2518129281923964
835	987	0.21964284672545403
835	994	0.023445310813421733
835	996	0.19179998314189584
836	64	0.05864694776245937
836	76	0.08024674784568683
836	126	0.09927983715505513
836	245	0.09440329619499666
836	299	0.12608285173938288
836	317	0.10277512673126471
836	607	0.23867597279858746
836	697	0.24115301596467006
836	729	0.3193521058201479
836	806	0.49544614693747013
836	853	0.3527234413107677
836	868	0.4748537706195275
836	885	0.3781127939113057
836	945	0.318319322309426
836	955	0.2520048641621301
836	979	0.0
836	988	0.15198918297823139
837	384	0.06703397774218672
837	510	0.07737208959057092
837	548	0.11968951978345846
837	634	0.0
837	731	0.11426257616884664
837	750	0.10817839107490551
837	802	0.2427403572976105
837	829	0.0
837	834	0.259502872971222
837	887	0.20640093451071034
837	922	0.16894411243565674
837	924	0.15836320700740955
837	936	0.1435380919030272
837	946	0.19581900791993181
837	957	0.20176716764348712
837	974	0.09901446151187905
837	998	0.10999960358023599
838	69	0.102884231460478
838	435	0.0
838	453	0.07601086790440786
838	481	0.07855237539732476
838	505	0.1742820286490862
838	527	0.0
838	624	0.11717599090433817
838	632	0.20207701366467876
838	654	0.09997422059215266
838	691	0.20276857031557943
838	779	0.26097088947866326
838	787	0.19708026877216867
838	789	0.28730860171168443
838	798	0.2160673373772189
838	840	0.21897497635252572
838	997	0.10608182825942351
838	999	0.1444231041760256
839	11	0.09181505540226781
839	297	0.1419743178442781
839	305	0.10811238098030881
839	368	0.0
839	520	0.0
839	534	0.21110442464239662
839	632	0.24461084865370003
839	691	0.21045385012901263
839	755	0.3200480194702693
839	779	0.31647696936719194
839	787	0.32149911083090965
839	789	0.27766268078120715
839	798	0.2844763238579127
839	817	0.37337828393677464
839	948	0.2655330116376978
839	997	0.15503808167583705
839	999	0.15410692044159302
840	69	0.04664572822254888
840	124	0.08502394459599535
840	305	0.036982751511021275
840	398	0.09106374043291034
840	446	0.09240183859726771
840	505	0.12149129732429828
840	522	0.06343446413670385
840	612	0.13438992043576034
840	691	0.15407141700361293
840	703	0.0
840	727	0.15196978394999672
840	742	0.0
840	779	0.1935194805930648
840	789	0.2266487711557799
840	838	0.21897497635252572
840	948	0.2637866134832995
840	999	0.14422251543942732
841	58	0.0
841	165	0.0
841	222	0.057642015171848644
841	235	0.08596045316118352
841	532	0.1658775949656086
841	570	0.07121336363160781
841	672	0.10349870384608162
841	713	0.08703947309144314
841	855	0.012827628870348327
841	881	0.07415122699999092
841	882	0.14963972339437684
841	884	0.140619667209882
841	890	0.12859473298257737
841	926	0.1785825668601258
841	978	0.15413658234966493
841	979	0.0
841	981	0.05164722511960914
842	123	0.02045136446767584
842	150	0.0
842	159	0.029127282877590487
842	224	0.10547345215606743
842	525	0.18123179906957004
842	642	0.11221007616548243
842	717	0.159530782603735
842	764	0.21835798478359011
842	774	0.14466147264309753
842	780	0.18229343657055974
842	812	0.1813603877984392
842	848	0.28689190656851987
842	914	0.27876672448171097
842	938	0.03406151417927411
842	969	0.2100950415700179
842	982	0.21040543926722644
842	992	0.12541898116536168
842	993	3.1972317332836174E-5
600	160	0.12343247509352759
600	437	0.11490240045905951
600	652	0.0
600	861	0.0
600	912	0.022350047410886236
600	927	0.09895561133250204
600	957	0.02254902077949435
600	974	0.017821832483879748
600	985	0.0
601	155	0.06132737672139228
601	269	0.0
601	363	0.0
601	718	0.0
601	860	0.11826510539252759
601	870	0.09747192728967231
601	928	0.1224684893494058
601	959	0.09240678719849624
601	971	0.05657849096528477
843	323	0.010256155811547088
843	376	0.0
843	516	0.0
843	577	0.18697039129012485
843	644	0.1905947788338142
843	698	0.18468940478961027
843	717	0.18923600328048018
843	724	0.23634368164099026
843	749	0.26039318895516006
843	764	0.27712459005740686
843	769	0.07115926870854991
843	770	0.07064698788588532
843	777	0.19704212049035244
843	830	0.0
843	969	0.17654429063132193
843	982	0.14856337063563563
843	989	0.1562290553089874
843	992	0.11135426429650397
844	18	0.024736161036692055
844	235	0.08180779502768257
844	406	0.06344769277912499
844	431	0.0
844	460	0.055016881487986655
844	570	0.08654916285842981
844	580	0.09622715731468004
844	602	0.0
844	694	0.07881536199189419
844	716	0.03258987058953435
844	767	0.10660196847171544
844	805	0.06566118790151992
844	814	0.12768330198356417
844	874	0.12144499699368201
844	881	0.11960230102815957
844	890	0.16721671760832357
844	978	0.15158353758721632
844	981	0.07649758127120004
602	664	0.2598218916545995
602	844	0.0
602	869	0.0
602	876	0.1566903264441186
602	933	0.1130961718023054
602	964	0.09834114166734916
602	966	0.09507714148237191
602	975	0.07072933914576766
602	985	0.03862140293755037
603	75	0.0
603	116	0.0
603	469	0.08014345883607804
603	475	0.0
603	597	0.0894459404008177
603	850	0.0
603	908	0.03582936881532664
603	926	0.07628732413317167
603	941	0.04361615501564338
845	132	0.0
845	268	0.06285491022969772
845	273	0.0
845	394	0.04790382950263156
845	584	0.12665826347902595
845	586	0.0860718490172525
845	633	0.1556914361662184
845	696	0.18004631978588406
845	804	0.3220948390553826
845	822	0.16279326380016176
845	920	0.0
845	944	0.1887798406302968
845	956	0.1435242790198141
845	967	0.20307331835906983
845	970	0.11013931794176185
845	972	0.20750235250888824
845	985	0.07811664021856406
845	1000	0.09576142928752378
846	120	0.09158297613985011
846	303	0.055197000359397626
846	354	0.11435248290206868
846	360	0.14930458139017413
846	370	0.15269817987812181
846	625	0.29397982479361634
846	639	0.23847591696291182
846	727	0.0
846	753	0.39350293314076473
846	761	0.18036961878500488
846	782	0.4650514663759558
846	857	0.522562355520364
846	897	0.5368548767672807
846	899	0.4982355770383579
846	925	0.30362913371924427
846	950	0.34784679323603607
846	953	0.37473291370137407
846	961	0.02028725871743391
604	167	0.0
604	233	0.0
604	249	0.0
604	597	0.09147342791087078
604	736	0.0
604	759	0.0
604	794	0.06254135320231798
604	855	0.030726864698077887
604	941	0.013185297595500129
847	363	0.0
847	489	0.09307822573944104
847	523	0.07385745710657418
847	538	0.0
847	558	0.03807711703010587
847	561	0.09744018010013399
847	656	0.07636307165321232
847	792	0.2023257388675521
847	825	0.10172312733825621
847	829	0.12935168527988072
847	866	0.19905030505062202
847	873	0.2220684615875105
847	892	0.2516675334461319
847	928	0.19271064793209594
847	941	0.0
847	952	0.14533539082509356
847	959	0.13688964792029298
847	968	0.0
605	374	0.0
605	758	0.41182065368288984
605	827	0.34555724638771096
605	876	0.17001094213329937
605	880	0.22807333726078957
605	933	0.11707598280887282
605	964	0.10061757462660256
605	966	0.10028412133150973
605	985	0.05386052466913081
848	5	0.07120191534401846
848	33	0.08822164723350363
848	123	0.028316775124693112
848	286	0.07334139164905312
848	553	0.0
848	623	0.2176111179122761
848	749	0.24690710862837278
848	764	0.30169601224394804
848	769	0.08988596634918798
848	771	0.1407486851567645
848	774	0.219766132859581
848	777	0.2063293720009486
848	833	0.19782631976411802
848	842	0.28689190656851987
848	969	0.17855266636330902
848	982	0.17249425341595065
848	989	0.13215436666119587
848	992	0.13081809183532578
606	8	0.24330404797251368
606	40	0.0
606	42	0.1612490168445908
606	135	0.1612490168445908
606	164	0.10085796460058012
606	678	0.40721704264084807
606	883	0.1805003398885177
606	889	0.1712349717012278
606	932	0.12748761368657108
849	26	0.06357806705616612
849	92	0.09307819102641994
849	557	0.0
849	583	0.03559539852130453
849	599	0.14497617412097183
849	666	0.1381490224954243
849	682	0.0
849	709	0.1600870342690542
849	751	0.2091659752770722
849	830	0.17337263949164533
849	886	0.24461418407841476
849	935	0.2189480982388658
849	944	0.15980158864546298
849	956	0.18087103362067602
849	967	0.1735511739485914
849	970	0.14512345256702547
849	979	0.16106075950303078
849	995	0.09340578019910305
607	409	0.3670176913377152
607	426	0.4021899334575276
607	836	0.2386759727985874
607	885	0.2081379564072786
607	908	0.0
607	918	0.1541756894857845
607	945	0.1380649362249958
607	955	0.11447222047448682
607	988	0.07051027604970976
608	53	0.03513063785221841
608	310	0.1618285924852678
608	389	0.0
608	414	0.06173410643069178
608	700	0.24231022684673464
608	867	0.08439780645381306
608	892	0.08879886357298969
608	932	0.0
608	984	0.05106381363848345
609	112	0.0
609	319	0.07503996867287856
609	641	0.07723315046221932
609	679	0.0
609	802	0.08347653829903579
609	851	0.0
609	946	0.0490180183628619
609	949	0.0
609	974	0.0315519542857604
850	18	0.02371214570502711
850	249	0.03415485813799351
850	264	0.01709420703324424
850	402	0.1011988579820354
850	420	0.045816219995041
850	483	0.13156171233465008
850	603	0.0
850	720	0.16985175455285095
850	855	0.09007145938006365
850	874	0.27075099528747193
850	881	0.08712578799629918
850	882	0.14357515578685168
850	924	0.03967683779513842
850	940	0.22374353973754327
850	961	0.12175767346862622
850	973	0.04767738625617489
850	978	0.13524328544835004
850	981	0.08697154775484708
851	83	0.0
851	292	0.04091149148705215
851	296	0.011649263025069877
851	388	0.08931392130414349
851	530	0.13493425155918096
851	609	0.0
851	781	0.11137080954396081
851	786	0.09805348913114365
851	810	0.08352825267081603
851	813	0.0559875589727608
851	912	0.14919779046208598
851	919	0.136116116998804
851	922	0.07109480024556579
851	951	0.08205753922736275
851	957	0.0715743567018274
851	983	0.0
851	993	0.07216471451220907
851	998	0.04809915443397712
852	102	0.0
852	230	0.09855931880672243
852	356	0.11277967263823047
852	429	0.14287081587691983
852	466	0.1710892316620395
852	540	0.16861524748381854
852	662	0.26447962446255546
852	671	0.16147396465064418
852	730	0.0
852	739	0.3554508275887981
852	743	0.3629076918668644
852	772	0.3315890882732957
852	788	0.117542764328813
852	858	0.4719091847138439
852	875	0.2933182325989983
852	888	0.47692300676307353
852	941	0.2379012890726889
852	962	0.30202878827638535
852	980	0.26981464662123333
610	216	0.20291868523154327
610	403	0.30145954012039206
610	587	0.2674554861826096
610	598	0.32775227625044473
610	648	0.29965427974538633
610	893	0.09345398385328053
610	894	0.0898023637323586
610	986	0.07181160724161405
610	1000	0.0
611	41	0.0
611	162	0.16608555618395032
611	421	0.06938377663562013
611	654	0.12367124235003603
611	815	0.15347308917706745
611	866	0.11765964571488242
611	952	0.08529821226389485
611	971	0.072526033697105
611	984	0.051230232151832075
853	76	0.06501033952988393
853	258	0.0
853	335	0.05879648100265635
853	336	0.026979085309955547
853	409	0.06540320772319388
853	495	0.05246313611030671
853	500	0.10448702261511901
853	704	0.20646552763650955
853	712	0.23529325692430225
853	729	0.1622660000783521
853	741	0.22951510007077347
853	806	0.3402727372607276
853	836	0.3527234413107678
853	868	0.5549667322545577
853	885	0.4216170275936108
853	918	0.2726258187169095
853	945	0.32879080307351927
853	955	0.27299802151621166
853	963	0.0
854	104	0.04387564357527017
854	343	0.05617245637288005
854	417	0.0
854	646	0.04584057005353761
854	694	0.0
854	698	0.0
854	737	0.06368001001479259
854	802	0.19376134973765374
854	813	0.22586432966778344
854	831	0.12248495183447312
854	871	0.23145921571515463
854	898	0.09484642733910607
854	927	0.2247844298416449
854	936	0.16173504051421106
854	946	0.18892526419392633
854	957	0.11930246496337334
854	973	0.09666441568601121
854	974	0.10788934236843016
854	975	0.09152475561866248
612	145	0.15443465523629965
612	727	0.4841458676148384
612	755	0.2991964492698139
612	787	0.2662069123816932
612	797	0.0
612	840	0.1343899204357604
612	948	0.12852075778256564
612	997	0.041493319038377656
612	999	0.04611455737943692
613	88	0.2928727658444545
613	214	0.36010114291681433
613	738	0.3395285613068441
613	896	0.20408226555603443
613	910	0.18183308228139142
613	915	0.14249750611451395
613	916	0.15037867033417743
613	983	0.07901267674878681
613	990	0.07255103836407188
855	220	0.006829368249316046
855	222	0.020991592307582324
855	307	0.0
855	372	0.0
855	501	0.0
855	604	0.030726864698077894
855	684	0.06517973035312906
855	726	0.04962801196421198
855	737	0.0
855	747	0.0
855	767	0.029381440771109213
855	794	0.04841841449978409
855	841	0.012827628870348329
855	850	0.09007145938006364
855	861	0.025170698633098513
855	863	0.059874745060931094
855	940	0.05961086066239492
855	973	0.06114545645558748
855	992	0.012534114352138448
